ticker,company,marketCap,marketCapGroup,sector
BAESF,BAE Systems,27007258500,Large,consumergoods
MITEY,Mitsubishi Estate,26900692000,Large,financial
MCK,McKesson,26893059000,Large,services
PCRFF,Panasonic,26711247000,Large,services
PCRFY,Panasonic,26687918400,Large,consumergoods
SNAP,Snap,26571430600,Large,technology
AMTD,TD Ameritrade,26518441100,Large,financial
PH,Parker Hannifin,26479205800,Large,industrialgoods
MTSFY,Mitsui Fudosan,26478935300,Large,financial
STM,Stmicroelectronics,26429197600,Large,consumergoods
PCAR,Paccar,26381134000,Large,industrialgoods
SGTZY,Surgutneftegas OAO,26365788000,Large,basicmaterials
TWTR,Twitter,26365083700,Large,technology
SCBFF,Standard Chartered,26317241600,Large,financial
CLPHY,CLP Holdings,26199286500,Large,utilities
SPLK,Splunk,26173157900,Large,technology
WCN,Waste Connections,26154121600,Large,basicmaterials
KYOCF,Kyocera,26095248000,Large,technology
PPL,PPL,26072570000,Large,utilities
DLR,Digital Realty,26071289100,Large,financial
WMB,Williams Co,26034834000,Large,basicmaterials
CHU,China Unicom,26008385000,Large,technology
ETR,Entergy,25994757100,Large,utilities
SCGLY,Societe Generale,25946236700,Large,financial
CLPHF,CLP Holdings,25921377000,Large,utilities
BRDCY,Bridgestone,25914589000,Large,consumergoods
A,Agilent,25906484200,Large,healthcare
SSDOY,Shiseido Company,25723034400,Large,consumergoods
PPERY,PT Bank Mandiri (Persero) Tbk,25713296600,Large,financial
FTV,Fortive,25685648000,Large,consumergoods
ADRNY,Royal Ahold Delhaize,25656155000,Large,services
DTE,DTE Energy,25569175500,Large,utilities
MSCI,MSCI,25537520000,Large,services
O,Realty Income,25525271200,Large,financial
MITEF,Mitsubishi Estate Company,25472507300,Large,financial
OAOFY,TATNEFT PJSC,25440077600,Large,utilities
HRL,Hormel Foods,25426744400,Large,consumergoods
ADM,Archer Daniels Midland,25256843800,Large,consumergoods
SWK,Stanley Black & Decker,25203589600,Large,consumergoods
RCI,Rogers Communication,25195807400,Large,technology
VRSN,Verisign,25181882300,Large,technology
TELNY,Telenor ASA,25180918200,Large,technology
GASNY,Naturgy Energy Group SA,25173679800,Large,utilities
CSGP,CoStar Group,25118787800,Large,technology
ASAZY,Assa Abloy,25046285000,Large,industrialgoods
AZO,AutoZone,24777604500,Large,services
ANSS,Ansys,24751823600,Large,technology
LBRDK,Liberty Broadband,24738139300,Large,unknownsector
RCL,Royal Caribbean,24736458000,Large,services
ERIC,Telefonaktiebolaget LM Ericsson,24724440000,Large,consumergoods
CMI,Cummins,24665844000,Large,industrialgoods
CCEP,Coca-Cola European Partners,24628512500,Large,consumergoods
HENKY,Henkel AG,24607782400,Large,consumergoods
CMG,Chipotle,24593571900,Large,services
NTR,Nutrien,24560223000,Large,basicmaterials
BLL,Ball,24538021300,Large,consumergoods
LBRDA,Liberty Broadband,24503938500,Large,technology
AWK,American Water,24375835800,Large,utilities
HLDCY,Henderson Land,24364299800,Large,financial
TU,Telus,24310443300,Large,technology
MCHP,Microchip,24306452400,Large,consumergoods
MPLX,MPLX,24299945600,Large,basicmaterials
ANPDF,ANTA Sports Products,24283620000,Large,consumergoods
OTSKY,Otsuka Holdings Co,24282850600,Large,healthcare
PPCCF,PICC Property & Casualty Co,24244652000,Large,financial
LNGPF,Longfor Group Holdings,24224709900,Large,financial
IMBBY,Imperial Brands,24123939900,Large,consumergoods
CHKGF,CK Asset Holdings,24080968000,Large,financial
RMD,Resmed,23990694100,Large,healthcare
IDXX,Idexx Laboratories,23943751000,Large,healthcare
OTSKF,Otsuka Holdings Co,23941308800,Large,healthcare
LGGNY,Legal & General,23940403200,Large,financial
KYOCY,Kyocera,23931517000,Large,consumergoods
CPRT,Copart,23861403100,Large,services
FANDF,FirstRand,23838675000,Large,financial
SDVKY,Sandvik AB,23808246300,Large,industrialgoods
HVRRY,Hannover Rueck SE,23800179100,Large,financial
ZM,Zoom Video Communications,23712527600,Large,technology
MTSFF,Mitsui Fudosan Co,23711644800,Large,financial
FSUGY,Fortescue Metals Group,23681054700,Large,basicmaterials
FOXA,Fox,23604650600,Large,unknownsector
FMS,Fresenius Medical Care,23548224000,Large,services
PANW,Palo Alto Networks,23528291800,Large,consumergoods
ROK,Rockwell Automation,23514479800,Large,industrialgoods
PDD,Pinduoduo,23503130000,Large,services
DFS,Discover Financial Services,23498000000,Large,financial
SNPS,Synopsys,23454858400,Large,consumergoods
K,Kellogg,23426335900,Large,consumergoods
SVTMF,SM Investments,23402074900,Large,industrialgoods
ESALY,Eisai Co,23320316500,Large,healthcare
CERN,Cerner,23312279300,Large,technology
BRDCF,Bridgestone,23295029000,Large,services
MTCH,Match Group,23250752400,Large,technology
FOX,Fox,23213619000,Large,unknownsector
CTVA,Corteva,23163011000,Large,industrialgoods
APTV,Aptiv,23106116900,Large,consumergoods
VEEV,Veeva Systems,22928785000,Large,technology
CTTAF,Continental Aktiengesellschaft,22900687000,Large,consumergoods
ALXN,Alexion Pharmaceuticals,22779695500,Large,healthcare
ETTYF,Essity AB,22741866300,Large,consumergoods
MLYNF,Malayan Banking Bhd,22707628000,Large,financial
AME,Ametek,22655852200,Large,industrialgoods
IX,Orix,22622020000,Large,financial
CTTAY,Continental AG,22560676800,Large,industrialgoods
PXD,Pioneer Natural,22511427300,Large,basicmaterials
BBY,Best Buy Co,22433378100,Large,services
BXP,Boston Properties,22376442400,Large,financial
ORXCF,ORIX,22303400000,Large,financial
HLDVF,Henderson Land Development Co,22294601000,Large,financial
MTB,M&T Bank,22272923300,Large,financial
WIT,Wipro,22235409000,Large,technology
ANGPY,Anglo American Platinum,22230587200,Large,basicmaterials
DXCM,Dexcom,22222028200,Large,healthcare
NOK,Nokia,22188988800,Large,consumergoods
FSUMF,Fortescue Metals Group,22188486600,Large,basicmaterials
AGPPF,Anglo American Platinum,22149635200,Large,basicmaterials
CHBJF,China CITIC Bank,22020705000,Large,financial
AMP,Ameriprise Financial,21953882900,Large,financial
KR,Kroger Company,21928077900,Large,services
RDSMY,Koninklijke DSM,21782067200,Large,services
XP,XP Incorporation,21758431900,Large,technology
UNLRF,PT Unilever Indonesia Tbk,21745500000,Large,consumergoods
VTR,Ventas,21723054100,Large,financial
ESALF,Eisai Co,21718244900,Large,healthcare
GMBXF,Grupo Mexico,21564450000,Large,basicmaterials
IAC,IAC/InterActiveCorp,21493648300,Large,technology
FERGY,Ferguson,21486024000,Large,services
PBLOF,Public Bank Bhd,21390591400,Large,financial
SZKMF,Suzuki Motor,21378310200,Large,services
MKC,McCormick & Company,21359119100,Large,consumergoods
XLNX,Xilinx,21345237900,Large,consumergoods
TAL,TAL Education Group,21271367400,Large,services
SZHIF,Shenzhou International Group Holdings,21270563000,Large,consumergoods
RWEOY,RWE AG,21264064100,Large,utilities
CBRE,CBRE Group,21233319400,Large,financial
FAST,Fastenal Company,21202584000,Large,services
AVIFY,Advanced Info Service PCL,21198773400,Large,technology
SNN,Smith & Nephew Snats,21174904100,Large,healthcare
FNV,Franco Nev,21153130800,Large,basicmaterials
DHI,DR Horton,21128211900,Large,consumergoods
NSANY,Nissan,21111282400,Large,consumergoods
SYF,Synchrony Financial,21098201400,Large,financial
EDU,New Oriental Education Tech,21069472700,Large,services
NTRS,Northern,21058977800,Large,financial
KMTUY,Komatsu,21040853200,Large,industrialgoods
OCPNY,Olympus,21031925200,Large,healthcare
WOPEY,Woodside,21026522400,Large,basicmaterials
GLW,Corning,21015960000,Large,consumergoods
NSANF,Nissan Motor Co,21009541300,Large,services
WY,Weyerhaeuser,21002554000,Large,financial
UNCHF,Unicharm,20984536100,Large,consumergoods
ASBRF,Asahi Group Holdings,20934210300,Large,consumergoods
MGDDF,Compagnie Générale des Établissements Michelin,20924083200,Large,consumergoods
FITB,Fifth Third Bancorp,20901320000,Large,financial
DLTR,Dollar Tree,20899621200,Large,services
CDNS,Cadence Design,20881731100,Large,consumergoods
CGHOF,China Gas Holdings,20874240000,Large,utilities
HIG,Hartford Financial,20803500100,Large,financial
CGHLY,China Gas Holdings,20790703200,Large,utilities
CODYY,Compagnie de Saint-Gobain SA,20730658500,Large,basicmaterials
LEN,Lennar,20726602000,Large,consumergoods
FCAU,Fiat Chrysler Automobiles,20706939200,Large,consumergoods
FOJCY,Fortum OYJ,20697250200,Large,utilities
VIAC,ViacomCBS,20654244600,Large,services
ESSYY,Essity Aktiebolag AB,20652498800,Large,consumergoods
ESS,Essex Property,20592945400,Large,financial
SSEZY,SSE,20579758000,Large,utilities
ARE,Alexandria Equities,20571054000,Large,financial
GIB,CGI Group,20542943200,Large,technology
FTNT,Fortinet,20537762700,Large,consumergoods
CLX,Clorox,20534800900,Large,consumergoods
DWAHF,Daiwa House Industry Co,20446068700,Large,financial
LKREF,Link Real Estate Investment,20444816700,Large,financial
FUJIF,FUJIFILM Holdings,20430108900,Large,services
FJTSF,Fujitsu,20422339100,Large,technology
RYAAY,Ryanair Holdings,20406698000,Large,services
AVVIY,Aviva,20391836700,Large,financial
REPYY,Repsol,20376072600,Large,basicmaterials
WDC,Western Digital,20351424200,Large,consumergoods
OVV,Ovintiv,20292098200,Large,basicmaterials
AEE,Ameren,20240888100,Large,utilities
OCPNF,Olympus,20222016100,Large,healthcare
ALGN,Align Tech,20217110800,Large,healthcare
FMX,Fomento Economico Mexicano,20148681100,Large,consumergoods
PBA,Pembina Pipeline,20086053200,Large,basicmaterials
VWDRY,Vestas Wind Systems AS,20078844600,Large,industrialgoods
SWKS,Skyworks Solutions,20071483800,Large,consumergoods
UAL,United Continental,19962641200,Large,industrialgoods
HXGBY,Hexagon AB,19912474900,Large,consumergoods
PAYC,Paycom,19723678300,Large,technology
APO,Apollo Global Management,19717151700,Large,financial
AJG,Arthur J Gallagher & Co,19694070000,Large,financial
MTHRF,M3,19683256000,Large,services
SPHXF,SM Prime Holdings,19637856000,Large,financial
FTS,Fortis,19635244200,Large,utilities
KNBWY,Kirin Holdings Co,19612363500,Large,consumergoods
KUBTY,Kubota,19602445200,Large,industrialgoods
KUBTF,Kubota,19592075800,Large,basicmaterials
FRC,First Republic Bank,19578763600,Large,financial
CDW,CDW,19562168200,Large,technology
SOMLF,Secom Co,19555094300,Large,services
SNPTF,Sunny Optical Technology (Group) Co,19523930000,Large,technology
NDAQ,Nasdaq,19451793000,Large,financial
CLNXF,Cellnex Telecom SA,19409695200,Large,services
PTAIF,PT Astra International Tbk,19270193600,Large,services
DISH,Dish Network,19232114900,Large,services
SOMLY,SECOM CO,19226241000,Large,services
KHNGY,Kuehne + Nagel International AG,19205429800,Large,industrialgoods
FUJHY,Subaru,19194913100,Large,consumergoods
HDALF,Haidilao International Holding,19186000000,Large,services
KNBWF,Kirin Holdings Company,19142383800,Large,consumergoods
VMC,Vulcan Materials,19130591700,Large,basicmaterials
CMS,CMS Energy,19122435500,Large,utilities
SGEN,Seattle Genetics,19111252900,Large,healthcare
MSADF,MS&AD Insurance Group Holdings,19092695300,Large,financial
LBLCF,Loblaw Companies,19083190600,Large,services
SBGOF,Standard Bank Group,19073753500,Large,financial
SSUMF,Sumitomo,19051062500,Large,services
HAL,Halliburton,19022012700,Large,basicmaterials
TCOM,Tripcom,18942788700,Large,services
FUJHF,SUBARU,18940379900,Large,services
KEY,KeyCorp,18908607200,Large,financial
PUGOY,Peugeot,18882052400,Large,consumergoods
CQP,Cheniere Energy Partners,18848128200,Large,basicmaterials
WCAGY,Wirecard AG,18843815000,Large,technology
EFX,Equifax,18809033200,Large,services
GRMN,Garmin,18791681600,Large,consumergoods
GMGSF,Goodman Group,18704634300,Large,financial
MTD,Mettler-Toledo,18704025600,Large,industrialgoods
S,Sprint,18665892200,Large,technology
HPE,Hewlett Packard Enterprise,18644050600,Large,consumergoods
DB,Deutsche Bank AG,18571272300,Large,financial
PHJMF,PT Hanjaya Mandala Sampoerna Tbk,18494562000,Large,consumergoods
NTIOF,National Bank of Canada,18473786300,Large,financial
CRRRF,CRRC,18367296000,Large,basicmaterials
ATUS,Altice Usa,18360527900,Large,services
CHD,Church & Dwight,18341345500,Large,consumergoods
LFC,China Life Insurance Company,18320234400,Large,financial
AKZOY,Akzo Nobel,18220522700,Large,consumergoods
WRFRF,Wharf Real Estate Investment Co,18217380000,Large,financial
ACGL,Arch Capital Group,18186170000,Large,financial
YAHOY,Z Holdings,18168632300,Large,technology
ABC,AmerisourceBergen,18137026300,Large,services
SBMFF,Sino Biopharmaceutical,18106283500,Large,healthcare
TWLO,Twilio,18096416200,Large,technology
TYIDF,Toyota Industries,18054644600,Large,basicmaterials
SNMRY,Snam SpA,18047342700,Large,utilities
PEAK,Healthpeak Properties,18041073300,Large,financial
RNG,RingCentral,18008254200,Large,technology
KKR,KKR & Co,17944930800,Large,financial
TRU,TransUnion,17935575000,Large,services
TLSNF,Telia Company AB,17890158000,Large,unknownsector
TNABF,Tenaga Nasional Bhd,17856834600,Large,utilities
CRHKF,China Resources Beer (Holdings) Co,17842990000,Large,consumergoods
KEYS,Keysight Technologies,17840372200,Large,consumergoods
SURDF,Sumitomo Realty & Development Co,17749053000,Large,financial
TFX,Teleflex,17743867900,Large,healthcare
GBOOF,Grupo Financiero Banorte SAB de CV,17733567300,Large,financial
LH,Laboratory,17721721000,Large,services
SGIOF,Shionogi & Co,17720952700,Large,healthcare
WLMIF,Wilmar International,17676770400,Large,industrialgoods
ANET,Arista Networks,17672616700,Large,consumergoods
DCNSF,Dai-ichi Life Holdings,17657880000,Large,financial
JMHLY,Jardine Matheson Holdings,17642789800,Large,unknownsector
CKISF,CK Infrastructure Holdings,17637340000,Large,industrialgoods
SGBLY,Standard Bank Group,17637236500,Large,financial
AMCR,Amcor,17610921800,Large,industrialgoods
HES,Hess,17572395000,Large,basicmaterials
RYCEY,Rolls-Royce,17552790000,Large,consumergoods
CHKP,Check Point,17525868800,Large,technology
FCX,Freeport-McMoRan,17468956400,Large,basicmaterials
IMO,Imperial Oil,17453334600,Large,basicmaterials
CINF,Cincinnati Financial,17324179000,Large,financial
CABGY,Carlsberg,17250255800,Large,consumergoods
JBSAY,JBS SA,17242808800,Large,unknownsector
AONNF,AEON Co,17239040000,Large,industrialgoods
CAIXY,CaixaBank SA,17201199400,Large,financial
SWDBY,Swedbank AB,17199607800,Large,financial
RYCEF,Rolls-Royce Holdings,17185900000,Large,consumergoods
COO,Cooper Co,17179199400,Large,healthcare
BAP,Credicorp,17100068000,Large,financial
EXXRF,Exor,17092816200,Large,financial
NCLTF,Nitori Holdings Co,17085712000,Large,industrialgoods
INVH,Invitation Homes,17082067600,Large,financial
MLM,Martin Marietta Materials,17027147400,Large,basicmaterials
DOV,Dover,16917678400,Large,industrialgoods
HEI,HEICO,16886851600,Large,consumergoods
ALBHF,Alibaba Health Information Technology,16832480000,Large,technology
MXIM,Maxim Integrated,16807491700,Large,consumergoods
OMC,Omnicom Group,16706576400,Large,services
SWSDF,Swiss Life Holding AG,16703965000,Large,financial
YUMC,Yum China Holdings,16656527800,Large,services
MGM,MGM Resorts,16608234000,Large,services
MRVL,Marvell,16603178500,Large,consumergoods
KSU,Kansas City Southern,16585068700,Large,services
CFG,Citizens Financial,16584203100,Large,financial
GWW,WW Grainger,16543420300,Large,services
SSNC,SS&C Technologies Holdings,16496974100,Large,technology
MAA,Mid-America Apartment,16487055900,Large,financial
WXIBF,Wuxi Biologics (Cayman),16483723000,Large,healthcare
MKL,Markel,16477025400,Large,financial
PEXNY,PTT Exploration,16415867300,Large,basicmaterials
AGR,Avangrid,16414345600,Large,utilities
IP,International Paper Co,16374764200,Large,consumergoods
OKTA,Okta,16344905600,Large,technology
ODFL,Old Dominion Freight,16310437900,Large,services
VEOEY,Veolia Environnement,16309620600,Large,utilities
ROKU,Roku,16189542700,Large,consumergoods
EVRG,Evergy,16181113000,Large,utilities
WJRYY,West Japan Railway,16158650000,Large,services
OMVKY,OMV Aktiengesellschaft,16117804500,Large,utilities
TIF,Tiffany & Co,16087454700,Large,services
CTXS,Citrix Systems,16080867800,Large,technology
EXPE,Expedia,16033084800,Large,services
GAILF,GAIL (India),16004983500,Large,utilities
VIV,Telefonica Brasil,15984175200,Large,technology
SONVY,Sonova Holding AG,15965784100,Large,healthcare
BIP,Brookfield Infrastructure,15963843200,Large,utilities
WEICF,Weichai Power Co,15947078700,Large,basicmaterials
INCY,Incyte,15913530400,Large,healthcare
MTUAY,MTU Aero Engines,15899750400,Large,consumergoods
BYDDF,BYD Co,15829759500,Large,consumergoods
YNDX,Yandex,15808060700,Large,technology
KMX,CarMax,15807498800,Large,services
NRSCF,Nomura Holdings,15783128500,Large,financial
MGA,Magna International,15773036400,Large,industrialgoods
MT,ArcelorMittal,15760858000,Large,basicmaterials
HGKGF,Power Assets Holdings,15729496200,Large,utilities
RF,Regions Financial,15685030100,Large,financial
L,Loews,15683958500,Large,financial
ARLUF,Aristocrat Leisure,15681873700,Large,services
ULTA,Ulta Beauty,15634758800,Large,services
DISCA,Discovery,15622897800,Large,services
LSXMK,Liberty Sirius XM Group,15604864800,Large,services
WJRYF,West Japan Railway Company,15598441400,Large,utilities
XYL,Xylem,15578634300,Large,industrialgoods
TTNDF,Techtronic Industries Co,15543865000,Large,services
CAG,Conagra Brands,15539102900,Large,consumergoods
GLPG,Galapagos,15534295800,Large,healthcare
WPP,WPP,15527263800,Large,services
STX,Seagate Tech,15492067700,Large,consumergoods
BMRN,BioMarin Pharmaceutical,15460323800,Large,healthcare
LSXMA,Liberty Media Liberty SiriusXM,15421464200,Large,services
AKAM,Akamai,15387647200,Large,technology
NMR,Nomura Holdings,15365749000,Large,financial
ENIA,Enel Americas S.A.,15354255700,Large,utilities
TTNDY,Techtronic Industries,15350497300,Large,consumergoods
GELYF,Geely Automobile Holdings,15324376900,Large,consumergoods
TBVPF,Thai Beverage Public Co,15319235000,Large,consumergoods
GMAB,Genmab,15318901600,Large,healthcare
